Gene stable ID	Gene name	Transcript stable ID	NCBI gene (formerly Entrezgene) ID
ENSRNOG00000046902	AABR07028480.2	ENSRNOT00000075585	
ENSRNOG00000055240	AABR07032237.1	ENSRNOT00000083540	
ENSRNOG00000049235	Arl16	ENSRNOT00000071433	688311
ENSRNOG00000053583	Mapk3	ENSRNOT00000087625	50689
ENSRNOG00000048751	AABR07065531.3	ENSRNOT00000072399	
ENSRNOG00000003158	AABR07037343.1	ENSRNOT00000004213	
ENSRNOG00000047320	AABR07015582.1	ENSRNOT00000072383	
ENSRNOG00000045036	5S_rRNA	ENSRNOT00000070303	
ENSRNOG00000052382	U6	ENSRNOT00000083334	
ENSRNOG00000010365	Syn1	ENSRNOT00000014250	24949
ENSRNOG00000000249	Mettl23	ENSRNOT00000000266	287918
ENSRNOG00000052625	U6	ENSRNOT00000091949	
ENSRNOG00000030027	Fbxw17	ENSRNOT00000044073	361219
ENSRNOG00000056556	AABR07065043.1	ENSRNOT00000089907	
ENSRNOG00000011631	Fst	ENSRNOT00000015680	24373
ENSRNOG00000020293	Chrna10	ENSRNOT00000027507	64574
ENSRNOG00000050690	Nr2e3	ENSRNOT00000073122	100365683
ENSRNOG00000059935	7SK	ENSRNOT00000077680	
ENSRNOG00000005333	Azin1	ENSRNOT00000079644	58961
ENSRNOG00000005333	Azin1	ENSRNOT00000007999	58961
ENSRNOG00000054868	AABR07038019.2	ENSRNOT00000089157	
ENSRNOG00000004426	Rps27a	ENSRNOT00000005872	100912032
ENSRNOG00000010883	Pard6b	ENSRNOT00000014568	362279
ENSRNOG00000034242	Vcp	ENSRNOT00000046102	116643
ENSRNOG00000059791	U7	ENSRNOT00000082262	
ENSRNOG00000015616	Rgs14	ENSRNOT00000021596	114705
ENSRNOG00000015616	Rgs14	ENSRNOT00000090536	114705
ENSRNOG00000013529	Stk4	ENSRNOT00000066657	311622
ENSRNOG00000058620	U4	ENSRNOT00000089247	
ENSRNOG00000059032	AABR07000325.1	ENSRNOT00000085963	
ENSRNOG00000016016	Zmat2	ENSRNOT00000021516	679898
ENSRNOG00000050478	LOC102548682	ENSRNOT00000074292	102548682
ENSRNOG00000050478	LOC102548682	ENSRNOT00000074292	102549173
ENSRNOG00000050478	LOC102548682	ENSRNOT00000074292	684762
ENSRNOG00000055218	5_8S_rRNA	ENSRNOT00000086151	
ENSRNOG00000054781	AC128967.3	ENSRNOT00000091730	
ENSRNOG00000029768	Ccl12	ENSRNOT00000031626	287562
ENSRNOG00000034182	LOC100361934	ENSRNOT00000045705	100361934
ENSRNOG00000058064	AABR07064645.1	ENSRNOT00000083883	
ENSRNOG00000052932	AABR07005808.1	ENSRNOT00000081320	
ENSRNOG00000029590	Spatc1	ENSRNOT00000050522	315091
ENSRNOG00000057230	AABR07053480.1	ENSRNOT00000087561	
ENSRNOG00000035555	Mir384	ENSRNOT00000053678	100314105
ENSRNOG00000020247	Cnih2	ENSRNOT00000027421	361705
ENSRNOG00000013172	Nr1h3	ENSRNOT00000018154	58852
ENSRNOG00000057804	AABR07065257.1	ENSRNOT00000083197	
ENSRNOG00000061200	7SK	ENSRNOT00000088436	
ENSRNOG00000033747	Sp110	ENSRNOT00000056995	301570
ENSRNOG00000055729	LOC102551695	ENSRNOT00000091432	102551695
ENSRNOG00000047905	Dus1l	ENSRNOT00000086042	246185
ENSRNOG00000047905	Dus1l	ENSRNOT00000073956	246185
ENSRNOG00000059940	SNORD116	ENSRNOT00000088084	
ENSRNOG00000010592	Slc25a27	ENSRNOT00000052068	85262
ENSRNOG00000021123	AC098622.1	ENSRNOT00000028681	
ENSRNOG00000051892	AABR07072945.1	ENSRNOT00000090476	
ENSRNOG00000028266	Lrrc55	ENSRNOT00000031745	311171
ENSRNOG00000054004	AABR07045048.1	ENSRNOT00000092124	
ENSRNOG00000059741	Tmc4	ENSRNOT00000080466	103690093
ENSRNOG00000059741	Tmc4	ENSRNOT00000085010	103690093
ENSRNOG00000059741	Tmc4	ENSRNOT00000080466	308310
ENSRNOG00000059741	Tmc4	ENSRNOT00000085010	308310
ENSRNOG00000060543	AABR07009357.2	ENSRNOT00000086398	
ENSRNOG00000053883	AABR07066736.1	ENSRNOT00000077449	
ENSRNOG00000009322	Ccdc126	ENSRNOT00000012490	500117
ENSRNOG00000057195	AABR07047008.1	ENSRNOT00000088415	
ENSRNOG00000047596	AC118414.2	ENSRNOT00000071825	
ENSRNOG00000004900	Crhr1	ENSRNOT00000006764	58959
ENSRNOG00000004900	Crhr1	ENSRNOT00000032941	58959
ENSRNOG00000061728	AABR07072528.4	ENSRNOT00000079557	
ENSRNOG00000014482	Slf2	ENSRNOT00000082412	499360
ENSRNOG00000014482	Slf2	ENSRNOT00000034814	499360
ENSRNOG00000058418	AABR07061155.1	ENSRNOT00000083209	
ENSRNOG00000054082	AC098189.1	ENSRNOT00000091354	
ENSRNOG00000052940	AABR07030791.1	ENSRNOT00000090488	
ENSRNOG00000032177	LOC499843	ENSRNOT00000040741	499843
ENSRNOG00000005734	Ssuh2	ENSRNOT00000007591	500286
ENSRNOG00000055220	AC106681.1	ENSRNOT00000089176	
ENSRNOG00000056327	AABR07002010.1	ENSRNOT00000087034	
ENSRNOG00000058666	AABR07043365.1	ENSRNOT00000083526	
ENSRNOG00000056429	AABR07002902.1	ENSRNOT00000081905	
ENSRNOG00000018149	Smarca5	ENSRNOT00000024568	307766
ENSRNOG00000061154	AABR07069821.1	ENSRNOT00000081200	
ENSRNOG00000058799	AABR07019155.1	ENSRNOT00000091404	
ENSRNOG00000054393	AABR07043883.1	ENSRNOT00000085347	
ENSRNOG00000036747	AABR07054723.1	ENSRNOT00000051082	
ENSRNOG00000007304	Herc3	ENSRNOT00000010241	362377
ENSRNOG00000007304	Herc3	ENSRNOT00000087451	362377
ENSRNOG00000057531	AABR07005573.1	ENSRNOT00000091260	
ENSRNOG00000028075	LOC360479	ENSRNOT00000087029	360479
ENSRNOG00000028075	LOC360479	ENSRNOT00000036954	360479
ENSRNOG00000016448	Eef2k	ENSRNOT00000022726	25435
ENSRNOG00000036713	RGD1563217	ENSRNOT00000047477	499265
ENSRNOG00000055868	AABR07019435.1	ENSRNOT00000080782	
ENSRNOG00000036684	Pcyt2	ENSRNOT00000054952	89841
ENSRNOG00000027901	Mrm1	ENSRNOT00000030885	363661
ENSRNOG00000052542	Pilrb	ENSRNOT00000036416	681069
ENSRNOG00000007164	Cln6	ENSRNOT00000034926	315746
ENSRNOG00000007164	Cln6	ENSRNOT00000078091	315746
ENSRNOG00000060288	LOC100365062	ENSRNOT00000084168	100365062
ENSRNOG00000060288	LOC100365062	ENSRNOT00000084168	108348260
ENSRNOG00000057060	LOC108348049	ENSRNOT00000083246	108348049
ENSRNOG00000057060	LOC108348049	ENSRNOT00000083246	310341
ENSRNOG00000057310	Olr1288	ENSRNOT00000085764	405082
ENSRNOG00000055314	Msrb1	ENSRNOT00000090552	685059
ENSRNOG00000053011	AABR07059239.1	ENSRNOT00000088521	
ENSRNOG00000005574	Adamts8	ENSRNOT00000007358	300475
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000071200	574523
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000025652	574523
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000066839	574523
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000071003	574523
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000032634	574523
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000077416	574523
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000025291	574523
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000045163	574523
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000063853	574523
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000025045	574523
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000071200	396552
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000025652	396552
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000066839	396552
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000071003	396552
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000032634	396552
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000077416	396552
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000025291	396552
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000045163	396552
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000063853	396552
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000025045	396552
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000071200	396551
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000025652	396551
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000066839	396551
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000071003	396551
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000032634	396551
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000077416	396551
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000025291	396551
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000045163	396551
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000063853	396551
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000025045	396551
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000071200	396527
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000025652	396527
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000066839	396527
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000071003	396527
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000032634	396527
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000077416	396527
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000025291	396527
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000045163	396527
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000063853	396527
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000025045	396527
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000071200	301595
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000025652	301595
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000066839	301595
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000071003	301595
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000032634	301595
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000077416	301595
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000025291	301595
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000045163	301595
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000063853	301595
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000025045	301595
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000071200	154516
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000025652	154516
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000066839	154516
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000071003	154516
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000032634	154516
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000077416	154516
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000025291	154516
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000045163	154516
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000063853	154516
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000025045	154516
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000071200	113992
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000025652	113992
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000066839	113992
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000071003	113992
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000032634	113992
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000077416	113992
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000025291	113992
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000045163	113992
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000063853	113992
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000025045	113992
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000071200	24861
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000025652	24861
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000066839	24861
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000071003	24861
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000032634	24861
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000077416	24861
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000025291	24861
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000045163	24861
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000063853	24861
ENSRNOG00000018740	Ugt1a6	ENSRNOT00000025045	24861
ENSRNOG00000004860	Myh9	ENSRNOT00000007398	100911597
ENSRNOG00000004860	Myh9	ENSRNOT00000007398	25745
ENSRNOG00000054761	AABR07013550.1	ENSRNOT00000086668	
ENSRNOG00000046058	LOC100909573	ENSRNOT00000047274	100909573
ENSRNOG00000022533	Micall2	ENSRNOT00000078925	288515
ENSRNOG00000022533	Micall2	ENSRNOT00000036744	288515
ENSRNOG00000020029	Mcrip2	ENSRNOT00000027170	685545
ENSRNOG00000051630	AABR07069587.2	ENSRNOT00000090792	
ENSRNOG00000061442	AABR07068214.1	ENSRNOT00000080956	
ENSRNOG00000055417	AABR07070834.1	ENSRNOT00000078167	
ENSRNOG00000013111	Mettl3	ENSRNOT00000017720	361035
ENSRNOG00000027498	Engase	ENSRNOT00000038088	303702
ENSRNOG00000023053	Ice1	ENSRNOT00000061873	306665
ENSRNOG00000057159	Rsl1	ENSRNOT00000079449	685925
ENSRNOG00000011042	RGD1560925	ENSRNOT00000056434	501196
ENSRNOG00000011042	RGD1560925	ENSRNOT00000014921	501196
ENSRNOG00000048871	AABR07044495.1	ENSRNOT00000074908	
ENSRNOG00000018231	Nacc2	ENSRNOT00000024786	296583
ENSRNOG00000018231	Nacc2	ENSRNOT00000087651	296583
ENSRNOG00000046452	Fcgr2b	ENSRNOT00000091541	289211
ENSRNOG00000046452	Fcgr2b	ENSRNOT00000035400	289211
ENSRNOG00000046452	Fcgr2b	ENSRNOT00000058497	289211
ENSRNOG00000037977	AABR07049401.1	ENSRNOT00000057774	
ENSRNOG00000042419	Acyp2	ENSRNOT00000067998	364224
ENSRNOG00000017064	Tdrd1	ENSRNOT00000084861	292129
ENSRNOG00000017064	Tdrd1	ENSRNOT00000023024	292129
ENSRNOG00000013717	Bmp6	ENSRNOT00000018359	25644
ENSRNOG00000025444	Lipo1	ENSRNOT00000035013	294097
ENSRNOG00000024844	AABR07054117.1	ENSRNOT00000066588	
ENSRNOG00000013516	Sf3b1	ENSRNOT00000019126	84486
ENSRNOG00000026403	Naf1	ENSRNOT00000081686	306387
ENSRNOG00000026403	Naf1	ENSRNOT00000033916	306387
ENSRNOG00000049129	Olr633	ENSRNOT00000040604	404844
ENSRNOG00000001335	Zkscan1	ENSRNOT00000045379	498160
ENSRNOG00000018557	Cdh22	ENSRNOT00000025150	29182
ENSRNOG00000045863	Naa16	ENSRNOT00000071805	686240
ENSRNOG00000047302	AC106605.1	ENSRNOT00000061556	
ENSRNOG00000020731	Ppfia3	ENSRNOT00000028142	140591
ENSRNOG00000018166	Prkab2	ENSRNOT00000063783	64562
ENSRNOG00000018166	Prkab2	ENSRNOT00000086588	64562
ENSRNOG00000016315	Cnpy3	ENSRNOT00000021868	685174
ENSRNOG00000049505	Nup43	ENSRNOT00000080138	683983
ENSRNOG00000049505	Nup43	ENSRNOT00000073528	683983
ENSRNOG00000017065	Arhgap28	ENSRNOT00000067900	301709
ENSRNOG00000017065	Arhgap28	ENSRNOT00000090111	301709
ENSRNOG00000051525	7SK	ENSRNOT00000090158	
ENSRNOG00000054307	Metazoa_SRP	ENSRNOT00000088781	
ENSRNOG00000005431	Olr816	ENSRNOT00000007200	405134
ENSRNOG00000017021	Galnt18	ENSRNOT00000022984	293181
ENSRNOG00000047842	Mir6322	ENSRNOT00000072595	102465160
ENSRNOG00000006069	Eif2ak3	ENSRNOT00000008451	29702
ENSRNOG00000033603	AABR07034315.1	ENSRNOT00000042756	
ENSRNOG00000054729	Olr1492	ENSRNOT00000082795	287496
ENSRNOG00000036490	Mir376b	ENSRNOT00000054598	100314200
ENSRNOG00000031216	AABR07055776.1	ENSRNOT00000044241	
ENSRNOG00000049448	Olr445	ENSRNOT00000072510	405936
ENSRNOG00000056166	AABR07060958.2	ENSRNOT00000091568	
ENSRNOG00000057508	U4	ENSRNOT00000077779	
ENSRNOG00000049781	Olr1079	ENSRNOT00000073334	404960
ENSRNOG00000027444	Nubpl	ENSRNOT00000038074	299008
ENSRNOG00000048796	AABR07000740.1	ENSRNOT00000043416	103690177
ENSRNOG00000000233	Grm6	ENSRNOT00000000249	24419
ENSRNOG00000013670	Pax3	ENSRNOT00000018652	114502
ENSRNOG00000004306	Zbtb39	ENSRNOT00000005685	299510
ENSRNOG00000058702	AABR07034574.1	ENSRNOT00000082913	
ENSRNOG00000059331	AC107331.2	ENSRNOT00000089760	
ENSRNOG00000009691	Lrrn2	ENSRNOT00000012844	289020
ENSRNOG00000060531	U6	ENSRNOT00000081005	
ENSRNOG00000010418	Nek1	ENSRNOT00000043100	290705
ENSRNOG00000010418	Nek1	ENSRNOT00000082712	290705
ENSRNOG00000002568	Socs1	ENSRNOT00000003458	252971
ENSRNOG00000015493	Emx1	ENSRNOT00000020786	500235
ENSRNOG00000005235	Fam209	ENSRNOT00000006949	296411
ENSRNOG00000052431	AC130862.1	ENSRNOT00000079041	
ENSRNOG00000043131	LOC100360095	ENSRNOT00000068043	100360095
ENSRNOG00000009589	Angptl7	ENSRNOT00000012726	102552055
ENSRNOG00000027028	Lamtor4	ENSRNOT00000029279	360776
ENSRNOG00000011214	Polr2f	ENSRNOT00000015009	83503
ENSRNOG00000002256	Art3	ENSRNOT00000052035	305235
ENSRNOG00000002256	Art3	ENSRNOT00000085525	305235
ENSRNOG00000021017	Ca11	ENSRNOT00000028540	308588
ENSRNOG00000051980	RGD1564162	ENSRNOT00000078152	103694873
ENSRNOG00000030334	Adck5	ENSRNOT00000077588	362943
ENSRNOG00000030334	Adck5	ENSRNOT00000044893	362943
ENSRNOG00000061144	AC114452.3	ENSRNOT00000083541	
ENSRNOG00000058533	Gm22154	ENSRNOT00000083798	
ENSRNOG00000016987	Pstpip2	ENSRNOT00000022833	307248
ENSRNOG00000047638	Mir466b-2	ENSRNOT00000071419	100314202
ENSRNOG00000047638	Mir466b-2	ENSRNOT00000071419	104796629
ENSRNOG00000035465	Mir3065	ENSRNOT00000053588	100526580
ENSRNOG00000048793	LOC684471	ENSRNOT00000074980	684471
ENSRNOG00000016624	AABR07000276.1	ENSRNOT00000022273	
ENSRNOG00000056989	AC130391.5	ENSRNOT00000089167	
ENSRNOG00000020546	Lipe	ENSRNOT00000027910	25330
ENSRNOG00000044494	5S_rRNA	ENSRNOT00000069761	
ENSRNOG00000057503	AABR07024624.1	ENSRNOT00000078702	
ENSRNOG00000059046	U6	ENSRNOT00000091775	
ENSRNOG00000047410	Olr1461	ENSRNOT00000040081	287349
ENSRNOG00000044128	5S_rRNA	ENSRNOT00000069395	
ENSRNOG00000053985	U6	ENSRNOT00000090291	
ENSRNOG00000058586	Tyro3	ENSRNOT00000081462	25232
ENSRNOG00000001714	Atp13a4	ENSRNOT00000002333	288026
ENSRNOG00000021039	Fam83e	ENSRNOT00000028564	292913
ENSRNOG00000060403	AABR07008372.1	ENSRNOT00000089786	
ENSRNOG00000007628	Ptp4a3	ENSRNOT00000010224	362930
ENSRNOG00000043311	Birc7	ENSRNOT00000068252	296468
ENSRNOG00000046150	AABR07008805.1	ENSRNOT00000071652	
ENSRNOG00000051506	AC130555.1	ENSRNOT00000083931	
ENSRNOG00000051554	AABR07036302.1	ENSRNOT00000077523	
ENSRNOG00000017521	Gpr55	ENSRNOT00000023546	501177
ENSRNOG00000009983	Lrrc42	ENSRNOT00000013575	298309
ENSRNOG00000051807	AABR07034926.1	ENSRNOT00000090392	
ENSRNOG00000030747	LOC685963	ENSRNOT00000042661	689284
ENSRNOG00000030747	LOC685963	ENSRNOT00000042661	690468
ENSRNOG00000030747	LOC685963	ENSRNOT00000042661	682793
ENSRNOG00000048077	AABR07035541.1	ENSRNOT00000074762	
ENSRNOG00000057499	AABR07068587.1	ENSRNOT00000084272	
ENSRNOG00000052001	U6	ENSRNOT00000078876	
ENSRNOG00000033186	AC097037.2	ENSRNOT00000052060	
ENSRNOG00000052147	U6	ENSRNOT00000084444	
ENSRNOG00000052404	AABR07045251.1	ENSRNOT00000086677	
ENSRNOG00000059567	SNORD116	ENSRNOT00000079608	
ENSRNOG00000060306	U6	ENSRNOT00000079200	
ENSRNOG00000055503	U6	ENSRNOT00000080657	
ENSRNOG00000001346	Cops6	ENSRNOT00000001820	304343
ENSRNOG00000023085	Pmel	ENSRNOT00000049972	362818
ENSRNOG00000044703	5S_rRNA	ENSRNOT00000069970	
ENSRNOG00000056952	U6	ENSRNOT00000091329	
ENSRNOG00000052815	AABR07021972.1	ENSRNOT00000082130	
ENSRNOG00000054823	U4	ENSRNOT00000079843	
ENSRNOG00000060945	U7	ENSRNOT00000084555	
ENSRNOG00000035463	Mir29b1	ENSRNOT00000053586	100314008
ENSRNOG00000014226	Plch2	ENSRNOT00000019096	313756
ENSRNOG00000061642	AABR07044535.1	ENSRNOT00000092004	
ENSRNOG00000015602	Cdh2	ENSRNOT00000021170	83501
ENSRNOG00000057605	SNORA70	ENSRNOT00000088011	
ENSRNOG00000035527	Mir337	ENSRNOT00000053650	100313976
ENSRNOG00000014592	Zbtb46	ENSRNOT00000020168	311718
ENSRNOG00000014592	Zbtb46	ENSRNOT00000078661	311718
ENSRNOG00000017635	Inpp5a	ENSRNOT00000054890	365382
ENSRNOG00000053774	Olr907	ENSRNOT00000045977	288801
ENSRNOG00000053959	U3	ENSRNOT00000087145	
ENSRNOG00000061288	U6	ENSRNOT00000082920	
ENSRNOG00000051740	AABR07030566.1	ENSRNOT00000081453	
ENSRNOG00000051740	AABR07030566.1	ENSRNOT00000089480	
ENSRNOG00000052329	U1	ENSRNOT00000087438	
ENSRNOG00000054217	Runx3	ENSRNOT00000086650	156726
ENSRNOG00000054217	Runx3	ENSRNOT00000083645	156726
ENSRNOG00000060565	AABR07056771.1	ENSRNOT00000085542	
ENSRNOG00000058970	U5	ENSRNOT00000087158	
ENSRNOG00000053868	AABR07017237.2	ENSRNOT00000079102	
ENSRNOG00000060465	U6	ENSRNOT00000079120	
ENSRNOG00000058967	U6	ENSRNOT00000079953	
ENSRNOG00000050064	5S_rRNA	ENSRNOT00000070820	
ENSRNOG00000055180	AABR07031989.1	ENSRNOT00000081941	
ENSRNOG00000057074	AC120448.2	ENSRNOT00000084999	
ENSRNOG00000054085	AABR07033829.1	ENSRNOT00000083175	
ENSRNOG00000057084	Gm25502	ENSRNOT00000080144	
ENSRNOG00000059080	AABR07053854.1	ENSRNOT00000078079	
ENSRNOG00000029318	Tyrp1	ENSRNOT00000046503	298182
ENSRNOG00000054350	AABR07011708.2	ENSRNOT00000088882	
ENSRNOG00000060780	AABR07007883.1	ENSRNOT00000082218	
ENSRNOG00000046975	Sult4a1	ENSRNOT00000075099	58953
ENSRNOG00000055998	U1	ENSRNOT00000081879	
ENSRNOG00000056213	AC130741.1	ENSRNOT00000081674	
ENSRNOG00000052501	AC135771.1	ENSRNOT00000089925	
ENSRNOG00000060160	AABR07025345.1	ENSRNOT00000084750	
ENSRNOG00000036258	Mir451a	ENSRNOT00000054381	100314070
ENSRNOG00000056152	AABR07043987.1	ENSRNOT00000083734	
ENSRNOG00000054723	AABR07058174.1	ENSRNOT00000084323	
ENSRNOG00000053000	U4	ENSRNOT00000086614	
ENSRNOG00000029886	Hba-a1	ENSRNOT00000051483	25632
ENSRNOG00000057912	SNORD115	ENSRNOT00000085944	
ENSRNOG00000055233	U6	ENSRNOT00000081285	
ENSRNOG00000060680	AABR07027309.1	ENSRNOT00000082678	
ENSRNOG00000056793	Hsf5	ENSRNOT00000091619	688111
ENSRNOG00000054192	AABR07028513.2	ENSRNOT00000082986	
ENSRNOG00000059726	AC108546.1	ENSRNOT00000087701	
ENSRNOG00000054030	AABR07034719.1	ENSRNOT00000091872	
ENSRNOG00000054912	U6	ENSRNOT00000079319	
ENSRNOG00000057135	AABR07070714.2	ENSRNOT00000088843	
ENSRNOG00000036567	Mir3560	ENSRNOT00000054671	100526633
ENSRNOG00000054241	7SK	ENSRNOT00000079402	
ENSRNOG00000011726	Grin1	ENSRNOT00000037725	24408
ENSRNOG00000011726	Grin1	ENSRNOT00000049297	24408
ENSRNOG00000011726	Grin1	ENSRNOT00000044246	24408
ENSRNOG00000041503	AABR07009833.1	ENSRNOT00000063256	
ENSRNOG00000061806	AABR07000158.2	ENSRNOT00000077178	
ENSRNOG00000060447	U6	ENSRNOT00000082563	
ENSRNOG00000000811	Pkib	ENSRNOT00000001075	24678
ENSRNOG00000000811	Pkib	ENSRNOT00000057364	24678
ENSRNOG00000000811	Pkib	ENSRNOT00000082043	24678
ENSRNOG00000057932	U6	ENSRNOT00000077420	
ENSRNOG00000054740	U6	ENSRNOT00000080255	
ENSRNOG00000059096	AABR07030690.1	ENSRNOT00000089444	
ENSRNOG00000002188	Hpse	ENSRNOT00000002983	64537
ENSRNOG00000055332	U6	ENSRNOT00000089192	
ENSRNOG00000054570	U4	ENSRNOT00000085209	
ENSRNOG00000030714	Bsn	ENSRNOT00000042528	29138
ENSRNOG00000030714	Bsn	ENSRNOT00000082113	29138
ENSRNOG00000054920	AABR07032135.1	ENSRNOT00000090933	
ENSRNOG00000060461	AABR07060379.1	ENSRNOT00000080619	
ENSRNOG00000022296	Pnpla5	ENSRNOT00000039228	300108
ENSRNOG00000005007	Scn3a	ENSRNOT00000006646	497770
ENSRNOG00000005007	Scn3a	ENSRNOT00000081401	497770
ENSRNOG00000058878	7SK	ENSRNOT00000087545	
ENSRNOG00000019501	Rmnd1	ENSRNOT00000060757	292268
ENSRNOG00000055686	AABR07049769.1	ENSRNOT00000085080	
ENSRNOG00000046113	AABR07032441.1	ENSRNOT00000075102	
ENSRNOG00000060187	AABR07053516.2	ENSRNOT00000077223	
ENSRNOG00000057273	AABR07062157.1	ENSRNOT00000079638	
ENSRNOG00000056211	U6	ENSRNOT00000089802	
ENSRNOG00000059886	AC135645.2	ENSRNOT00000079233	
ENSRNOG00000055422	AABR07065124.1	ENSRNOT00000083960	
ENSRNOG00000061256	AABR07006888.1	ENSRNOT00000090950	
ENSRNOG00000040316	AABR07000145.1	ENSRNOT00000087543	
ENSRNOG00000040316	AABR07000145.1	ENSRNOT00000062051	
ENSRNOG00000055407	LOC102550519	ENSRNOT00000082230	102550519
ENSRNOG00000055189	AABR07010763.1	ENSRNOT00000081158	
ENSRNOG00000059546	AABR07001448.1	ENSRNOT00000087973	
ENSRNOG00000059026	AABR07055885.1	ENSRNOT00000089438	
ENSRNOG00000060755	AABR07061652.1	ENSRNOT00000084399	
ENSRNOG00000003273	Spata20	ENSRNOT00000004377	360604
ENSRNOG00000057886	AABR07028995.2	ENSRNOT00000083856	
ENSRNOG00000058036	AABR07056465.1	ENSRNOT00000087421	
ENSRNOG00000056128	AABR07064719.2	ENSRNOT00000083872	
ENSRNOG00000052011	AABR07003001.1	ENSRNOT00000092128	
ENSRNOG00000052002	AABR07010468.1	ENSRNOT00000086872	
ENSRNOG00000055003	AABR07058815.1	ENSRNOT00000077822	
ENSRNOG00000059170	LOC102551356	ENSRNOT00000082212	102551356
ENSRNOG00000055372	AC106663.1	ENSRNOT00000088751	
ENSRNOG00000054268	AABR07018504.1	ENSRNOT00000080169	
ENSRNOG00000046347	Olr1370	ENSRNOT00000073401	405334
ENSRNOG00000060545	AC125688.1	ENSRNOT00000089369	
